id,title,artist_name,genre,year,language,path
oestr035,"""Die Kirchweihe"" AM SUNDA IS KIRTA",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr035.krn
oestr025,"""Luftschloesser"" WENN ICH MAL GROSS BIN",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr025.krn
oestr046,"""Liebe ueber alles"" VOM WALD BIN I FIARA",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr046.krn
oestr093,ZUM HAHN SAGT DIE TAUBA,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr093.krn
oestr075,"Die scheintote Braut Wer Wunderding will hoeren an,",Unknown,folk,1819,German,folkKern/oesterrh/oestr075.krn
oestr003,UND WAS THUAT DENN DER JAEGERBUA,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr003.krn
oestr011,WANN I HALD FRUA AFSTEH,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr011.krn
oestr066,Graf und Nonne (Die Nonne) Ach was soll denn schoener sein,Unknown,folk,1929,German,folkKern/oesterrh/oestr066.krn
oestr053,"""Entschuldigung"" 'N MONTAG HAT'S G'REGNET",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr053.krn
oestr087,"Das Bauerntoechterlein Da Bauer hat ein Toechterlein,",Unknown,folk,1886,German,folkKern/oesterrh/oestr087.krn
oestr095,WONI GEH UND STEH,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr095.krn
oestr077,"Die verunglueckte Muellerstochter Mueller Meister, tut ansehen,",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr077.krn
oestr101,Der Tannhaeuser Es wollt ein Suender reisen,Unknown,folk,1920,German,folkKern/oesterrh/oestr101.krn
oestr009,AUF AUF IHR KRIEGER,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr009.krn
oestr013,WIE D WOLKEN AM HIMMEL,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr013.krn
oestr102,"Frau von Weissenburg Graf Friedrich taet' ausreiten,",Unknown,folk,1914,German,folkKern/oesterrh/oestr102.krn
oestr083,Wiedersehen an der Bahre Ein Bursch' wollt' in die Fremde ziehn,Unknown,folk,1930,German,folkKern/oesterrh/oestr083.krn
oestr008,DORT BEIM SEE DA DRUNT,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr008.krn
oestr031,ES WAR EIN ZARTES JUNGFRAEUELEIN,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr031.krn
oestr010,TYROLER LASST UNS STREITEN,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr010.krn
oestr007,ES WOLLT EIN MAEDL WOL FRUEH AUFSTEHN,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr007.krn
oestr057,"""Die schoene Joppe"" DA BAUA VAKAUFT SEINN AKR",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr057.krn
oestr026,SITZT A SCHENS VEGERL,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr026.krn
oestr006,A DIARNDL GEHT UM HOLZ IN WALD,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr006.krn
oestr078,KIMMT A VOGERL GEFLOGEN,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr078.krn
oestr052,"""Frohsinn"" I BIN A JUNGS BIABL",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr052.krn
oestr043,"""Bauern - Elend"" ISCH DAS NIT ES ELENGS LEBEN",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr043.krn
oestr017,WAIB SOLLST HAM GEHN,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr017.krn
oestr024,WENN DER SCHNEE VON DEN ALPEN,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr024.krn
oestr071,"Waise und Stiefmutter Ich stand auf hohem Felsen,",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr071.krn
oestr072,"Das hungernde Kind Auf, ihr Hirten, von dem Schlaf, von dem Schlaf,",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr072.krn
oestr018,GEH ICH HIN UEBER DIE ALM,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr018.krn
oestr081,"Die Koenigstochter im Heeresdienst Nun, jetzt muss ich von euch scheiden,",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr081.krn
oestr027,"""Der Tanz"" FIDLGUNGAS GAI GAI",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr027.krn
oestr089,HOCH VOM DACHSTEIN AN WO DER AAR NOCH HAUST,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr089.krn
oestr045,"""Der Blick"" MEIN SCHAZZERL HAD BRAUNI AUGEN",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr045.krn
oestr100,Muede kehrt ein Wanderer zurueck nach seiner Heimat seiner Liebe Glueck,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr100.krn
oestr041,"""Liebeskummer"" DASS IM WALD FINSTER IS",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr041.krn
oestr034,AUF GLUECK AUF MEIN DEUTSCHLAND,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr034.krn
oestr001,DEN I SO GERNE HAETT,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr001.krn
oestr104,"Die Todesbraut Wir kommen daher an das Fenster getretn,",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr104.krn
oestr091,WENNS MAILUEFTERL WEHT,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr091.krn
oestr029,STIEGLITZ STIEGLITZ ZEISERL IS KRANK,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr029.krn
oestr064,ES WOLLT EIN MAEDL WOL FRUEH AUFSTEHN,Unknown,folk,Unknown,German,folkKern/oesterrh/oestr064.krn
oestr048,"""Das Stelldichein"" WIAR I VON ZELL AUSSA GEH",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr048.krn
oestr099,"A bissel sikkarisch, a bissl sakrisch, a bissl nobel muess ma thoa",Unknown,folk,Unknown,German,folkKern/oesterrh/oestr099.krn
danmark1,SYV SPRING,Unknown,folk,Unknown,Danish,folkKern/danmark/danmark1.krn
danmark5,"Ritter und Magd Og Greven har sovet hos Jomfru'n i Nat,",Unknown,folk,1891,Danish,folkKern/danmark/danmark5.krn
danmark8,"Bai Raedder 'Skon Guldborg, I drage af Landet med mig.'",Unknown,folk,Unknown,Danish,folkKern/danmark/danmark8.krn
danmark9,"Das Schwabentoechterlein Kejseren havde de Dotre tre,",Unknown,folk,1891,Danish,folkKern/danmark/danmark9.krn
danmark6,Ritter und Magd En Aften jeg laa saa sildig i min Seng,Unknown,folk,Unknown,Danish,folkKern/danmark/danmark6.krn
danmark2,"Das Schwabentoechterlein Kejseren havde de Dottre tre,",Unknown,folk,1891,Danish,folkKern/danmark/danmark2.krn
danmark3,"Die Geburt im Walde Redselille slog Guldvaeven saa hart,",Unknown,folk,1860,Danish,folkKern/danmark/danmark3.krn
danmark4,"Die Koenigstochter Stander op, stander op, mine Sonner syv,",Unknown,folk,1810,Danish,folkKern/danmark/danmark4.krn
danmark7,"Der grausame Bruder Krist give at Dronningen hun var dod,",Unknown,folk,1923,Danish,folkKern/danmark/danmark7.krn
neder034,"Der Nebenbuhler (Jan Willem en Betje) Naer Oostland willen wy ryden,",Unknown,folk,1848,Dutch,folkKern/nederlan/neder034.krn
neder031,Der Nebenbuhler (Jan Willem en Betje) Ik h'en het groene straetje zoo dikwyls ten eynde gegaen.,Unknown,folk,1856,Dutch,folkKern/nederlan/neder031.krn
neder043,"Der Maedchenmoerder (Halewijn - Ulinger) Bruid Ader en Heer Halewijn,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder043.krn
neder054,Der junge Held De bloemties die in t' Kooren staen,Unknown,folk,1700,Dutch,folkKern/nederlan/neder054.krn
neder017,KOMT HIER AL BIJ EN HOORT,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder017.krn
neder036,Der schwatzhafte Junggeselle Er was laastmaal een ruitere,Unknown,folk,1879,Dutch,folkKern/nederlan/neder036.krn
neder042,"Der Maedchenmoerder (Halewijn - Ulinger) Mooi Amberecht schreef een brievetje fijn,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder042.krn
neder038,Herr von Braunschweig Dien edele heer van brunsesvick,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder038.krn
neder047,Ritter und Magd De rudder en syn scoen zoete lief,Unknown,folk,1900,Dutch,folkKern/nederlan/neder047.krn
neder015,WAT ZULLEN ONS PATRIOTJENS EETEN,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder015.krn
neder084,Kornschneiden ohne Text,Unknown,folk,1625,Dutch,folkKern/nederlan/neder084.krn
neder001,WILDY HOOREN,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder001.krn
neder053,"Der junge Held Het was een jonger Helt,",Unknown,folk,1566,Dutch,folkKern/nederlan/neder053.krn
neder044,"Die elfjaehrige Markgraefin Daer was er een koning zeer rijk van goed,",Unknown,folk,1864,Dutch,folkKern/nederlan/neder044.krn
neder072,"Die Schlangenkoechin Isabelle, mijn dochterken,",Unknown,folk,1504,Dutch,folkKern/nederlan/neder072.krn
neder002,HOORT TOE GY ARM' EN RYKE,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder002.krn
neder051,Der Scheintod 'Het waren twe ghespeelkens' (Tonangabe),Unknown,folk,1565,Dutch,folkKern/nederlan/neder051.krn
neder024,"Die Brombeerpflueckerin En met een eens kwam daar eens een knecht aan gaan,",Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder024.krn
neder029,"Der Nebenbuhler (Jan Willem en Betje) Ik ben er de groeneland's straatjes zoo dikwijls ten eindegegaan,",Unknown,folk,1951,Dutch,folkKern/nederlan/neder029.krn
neder048,"Ritter und Magd Stout ruiter en een mooi fiere maagd,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder048.krn
neder068,Schoen Adelheid Machelen ghi zijt so schoonen prieel,Unknown,folk,1540,Dutch,folkKern/nederlan/neder068.krn
neder076,Die Antwerpener Kaufmannstochter 't Is die wilt hooren zingen,Unknown,folk,1900,Dutch,folkKern/nederlan/neder076.krn
neder074,Die misshandelte Schwiegertochter Mi Adel en hir Alewijn,Unknown,folk,1879,Dutch,folkKern/nederlan/neder074.krn
neder010,KIMMT A VOGERL GEFLOGEN,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder010.krn
neder040,"Der Maedchenmoerder (Halewijn - Ulinger) Heer Halewyn zonk een liedekyn,",Unknown,folk,1856,Dutch,folkKern/nederlan/neder040.krn
neder085,"Der schwatzhafte Junggeselle Het klokje sloeg halef elven,",Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder085.krn
neder022,"Graf und Nonne (Die Nonne) Toen ik op Neerlands bergjes stond,",Unknown,folk,1954,Dutch,folkKern/nederlan/neder022.krn
neder028,Der Nebenbuhler (Jan Willem en Betje) Ik ben er de groenelandstraten,Unknown,folk,1969,Dutch,folkKern/nederlan/neder028.krn
neder018,EEN SOUDAEN HAT EEN DOCHTF[ERK3EN,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder018.krn
neder023,"Graserin und Reiter Daar achter in die velden,",Unknown,folk,1944,Dutch,folkKern/nederlan/neder023.krn
neder071,Die misshandelte Schwiegertochter 't was op een zondag na de noen,Unknown,folk,1506,Dutch,folkKern/nederlan/neder071.krn
neder056,"Totenamt Het daghet in den oosten,",Unknown,folk,1539,Dutch,folkKern/nederlan/neder056.krn
neder075,Tochter als Faehnrich Tuschen vier hooge muren,Unknown,folk,1900,Dutch,folkKern/nederlan/neder075.krn
neder037,WILT HEDEN NU TREDEN VOOR GOD,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder037.krn
neder014,ALS DE GROOTE KLOKKE LUYD,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder014.krn
neder035,Der Nebenbuhler (Jan Willem en Betje) Ik heb er de groene streetjes,Unknown,folk,1879,Dutch,folkKern/nederlan/neder035.krn
neder027,Der Nebenbuhler (Jan Willem en Betje) Ik ben er de groenelands straatjes,Unknown,folk,1951,Dutch,folkKern/nederlan/neder027.krn
neder078,"Die Hauptmannstochter Daar was er een kapteinsdochtere,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder078.krn
neder016,ALLE DIE WILLEN NAER,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder016.krn
neder062,"Die Bernauerin Als ick was in het huis van mijne moeder,",Unknown,folk,1879,Dutch,folkKern/nederlan/neder062.krn
neder061,"Des Grafen Toechterlein Wie wilt horen een nyeuwe liet,",Unknown,folk,1540,Dutch,folkKern/nederlan/neder061.krn
neder045,"Verhaengnisvolle Heirat Daar reed er eenen kapitein twers door den bosch,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder045.krn
neder079,"Die Hauptmannstochter Ick sal beliden v mijn God,",Unknown,folk,1540,Dutch,folkKern/nederlan/neder079.krn
neder065,"Die wiedergefundene Schwester (Suedeli - Ballade) De keizer van Zweden had brieven geschreven,",Unknown,folk,1879,Dutch,folkKern/nederlan/neder065.krn
neder058,"Des Grafen Toechterlein En daar vlogen drij vogelkens over den Rijn,",Unknown,folk,1503,Dutch,folkKern/nederlan/neder058.krn
neder073,"Die Schlangenkoechin 'Waer hedde gij zoolang gebleven,",Unknown,folk,1504,Dutch,folkKern/nederlan/neder073.krn
neder069,Schoen Adelheid Hy ging voor zijne moeder staen:,Unknown,folk,1864,Dutch,folkKern/nederlan/neder069.krn
neder059,Des Grafen Toechterlein Ick weet noch eens Gravens Dochterkijn,Unknown,folk,1631,Dutch,folkKern/nederlan/neder059.krn
neder005,DAAR GING EEN PATERTJE,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder005.krn
neder064,Die wiedergefundene Schwester (Suedeli - Ballade) Verbliit v lieue susterkyn,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder064.krn
neder021,Graf und Nonne (Die Nonne) Mach ick een siele prijsen,Unknown,folk,1631,Dutch,folkKern/nederlan/neder021.krn
neder025,Die Brombeerpflueckerin en daar Zou eens een magetje vroeg op staan,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder025.krn
neder026,"Die Unbestechliche Het was een rudder wael ghedaen,",Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder026.krn
neder066,"Die wiedergefundene Schwester (Suedeli - Ballade) Den Keizer van Zweden heeft brieven geschreven,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder066.krn
neder080,"Die Hauptmannstochter Dje mi to drincken gaue,",Unknown,folk,1934,Dutch,folkKern/nederlan/neder080.krn
neder020,"Graf und Nonne (Die Nonne) Wy klommen op hooge bergen,",Unknown,folk,1903,Dutch,folkKern/nederlan/neder020.krn
neder050,Der Scheintod Een ridder ende een meysken ionck,Unknown,folk,1539,Dutch,folkKern/nederlan/neder050.krn
neder030,"Der Nebenbuhler (Jan Willem en Betje) Ik ben er de Groenelandstraatjes zoo dikwijls ten einde gegaan,",Unknown,folk,1944,Dutch,folkKern/nederlan/neder030.krn
neder008,EI WIE KAN DE ZEVENSPRUNG,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder008.krn
neder013,GEFT WAT UM DEN ROMMELPOT,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder013.krn
neder055,"Totenamt Het daghet in den oosten,",Unknown,folk,1540,Dutch,folkKern/nederlan/neder055.krn
neder012,WELEKOMEN KEREMISVOLK,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder012.krn
neder011,IN DON HEMEL IS EENEN DANS,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder011.krn
neder057,"Totenamt Et daget in den Oosten,",Unknown,folk,1635,Dutch,folkKern/nederlan/neder057.krn
neder067,"Schoen Adelheid Daar zouder een heer uit schachelen gaan,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder067.krn
neder063,Der grausame Bruder Ic quam ghereden in een dal,Unknown,folk,1540,Dutch,folkKern/nederlan/neder063.krn
neder081,Die Hauptmannstochter Wie wil hooren singen,Unknown,folk,1903,Dutch,folkKern/nederlan/neder081.krn
neder009,EEN IS EENE,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder009.krn
neder033,Der Nebenbuhler (Jan Willem en Betje) Ik heb de groene straetjens,Unknown,folk,1648,Dutch,folkKern/nederlan/neder033.krn
neder060,"Des Grafen Toechterlein Het voer een scheepken over Rijn,",Unknown,folk,1632,Dutch,folkKern/nederlan/neder060.krn
neder082,"Genovefa Daer was een edel Palzgravin,",Unknown,folk,1694,Dutch,folkKern/nederlan/neder082.krn
neder007,KOMT HIER GIJ PROPER MAEGETJE,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder007.krn
neder039,"Herr von Braunschweig Het was een kint, soo kleynen kint,",Unknown,folk,1614,Dutch,folkKern/nederlan/neder039.krn
neder052,Der Scheintod Op eenen morghenstont,Unknown,folk,1540,Dutch,folkKern/nederlan/neder052.krn
neder046,Ritter und Magd De rudder en syn scoen zoete lief,Unknown,folk,1900,Dutch,folkKern/nederlan/neder046.krn
neder041,"Der Maedchenmoerder (Halewijn - Ulinger) Heer Halwyn zong een liedekyn,",Unknown,folk,1837,Dutch,folkKern/nederlan/neder041.krn
neder049,Der Scheintod Een ridder ende een meyseken jonck,Unknown,folk,1540,Dutch,folkKern/nederlan/neder049.krn
neder083,Sangeslohn Ic sie die morgensterre,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder083.krn
neder032,Der Nebenbuhler (Jan Willem en Betje) Ik kwam lestmaal een klein straatjen ingetreden,Unknown,folk,1885,Dutch,folkKern/nederlan/neder032.krn
neder019,Es taget in dem Osten,Unknown,folk,1540,Dutch,folkKern/nederlan/neder019.krn
neder003,HEER HALWYN ZONG EEN LIEDEKYN,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder003.krn
neder006,SA BOER GAET NAER DEN DANS,Unknown,folk,Unknown,Dutch,folkKern/nederlan/neder006.krn
neder004,Ik sach mijn heere van Valkenstein,Unknown,folk,1539,Dutch,folkKern/nederlan/neder004.krn
neder077,Die drei angeworbenen Maedchen Daar waren drie jonge maagden,Unknown,folk,1800,Dutch,folkKern/nederlan/neder077.krn
neder070,"Die misshandelte Schwiegertochter Bruid Ader en Heer Halewijn,",Unknown,folk,1900,Dutch,folkKern/nederlan/neder070.krn
elsass66,HOER LIEBCHEN WAS ICH SAGEN WILL,Unknown,folk,Unknown,French,folkKern/elsass/elsass66.krn
elsass49,ACH GOTT WIE TRAURIG,Unknown,folk,Unknown,French,folkKern/elsass/elsass49.krn
elsass19,WENN ICH NOCH LEDIG WAER,Unknown,folk,Unknown,French,folkKern/elsass/elsass19.krn
elsass37,IN LAUTERBACH HAB ICH MEIN STRUEMPFEL VERLOREN,Unknown,folk,Unknown,French,folkKern/elsass/elsass37.krn
elsass63,ISCH DAT NIT AEN ELAENDS LAEWE,Unknown,folk,Unknown,French,folkKern/elsass/elsass63.krn
elsass27,WO FEHLT ES DIR MEIN HERZ,Unknown,folk,Unknown,French,folkKern/elsass/elsass27.krn
elsass54,SO WILLST DU WIEDER EINSAM MICH VERLASSEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass54.krn
elsass44,NUR LUSTIG IHR BRUEDER,Unknown,folk,Unknown,French,folkKern/elsass/elsass44.krn
elsass50,REDLICH IST DAS DEUTSCHE LEBEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass50.krn
elsass51,WER BEKUEMMERT SICH,Unknown,folk,Unknown,French,folkKern/elsass/elsass51.krn
elsass32,AUF DEM BERGE WACHSEN REBEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass32.krn
elsass77,DER LUNZI KUMMT,Unknown,folk,Unknown,French,folkKern/elsass/elsass77.krn
elsass04,ES WAR EINMAL EINE KOENIGIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass04.krn
elsass05,ICH STEH AUF EINEM HOHEN BERG,Unknown,folk,Unknown,French,folkKern/elsass/elsass05.krn
elsass48,WAS WOLLEN DIE HAUSAREN ESSEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass48.krn
elsass68,DER MEISCHTER SCHICKT DER JOCKELE,Unknown,folk,Unknown,French,folkKern/elsass/elsass68.krn
elsass84,JUENGST IN DEM VERFLOSSNEN JAHR,Unknown,folk,Unknown,French,folkKern/elsass/elsass84.krn
elsass59,DIE REISE NACH SUEDLAND,Unknown,folk,Unknown,French,folkKern/elsass/elsass59.krn
elsass71,NINA BUBBAEIAE SCHLOF,Unknown,folk,Unknown,French,folkKern/elsass/elsass71.krn
elsass55,O REGIMENT MEIN VATERLAND,Unknown,folk,Unknown,French,folkKern/elsass/elsass55.krn
elsass53,D REKRUTE SIN BRAVI SOLDATE,Unknown,folk,Unknown,French,folkKern/elsass/elsass53.krn
elsass12,HIER STEHEN WIR AUF UNSERN KRUECKEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass12.krn
elsass57,LEBE WOHL ES NAHT DIE STUNDE,Unknown,folk,Unknown,French,folkKern/elsass/elsass57.krn
elsass40,SUF[ERK3RUT IM HAEFELE,Unknown,folk,Unknown,French,folkKern/elsass/elsass40.krn
elsass06,IN DES GARTENS DUNKLER LAUBE,Unknown,folk,Unknown,French,folkKern/elsass/elsass06.krn
elsass22,HERZIGS MARIANDEL,Unknown,folk,Unknown,French,folkKern/elsass/elsass22.krn
elsass89,AN EINEM FLUSS DER RAUSCHEND SCHOSS,Unknown,folk,Unknown,French,folkKern/elsass/elsass89.krn
elsass08,ES WOHNT EIN PFALZGRAF AN DEM RHEIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass08.krn
elsass07,ES WAR EINMAL EIN MUELLERIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass07.krn
elsass11,IN DER STADT HAGENAU GENANNT,Unknown,folk,Unknown,French,folkKern/elsass/elsass11.krn
elsass41,DREI LEDRIGE STRUEMPF,Unknown,folk,Unknown,French,folkKern/elsass/elsass41.krn
elsass45,DIE HEILGEN DREI KOENIG,Unknown,folk,Unknown,French,folkKern/elsass/elsass45.krn
elsass35,DER SCHEFFER VON NUWEN STAT,Unknown,folk,Unknown,French,folkKern/elsass/elsass35.krn
elsass14,KAISER DER NAPOLEON,Unknown,folk,Unknown,French,folkKern/elsass/elsass14.krn
elsass83,MIR IST HALT NIE SO WOHL ZU MUTH,Unknown,folk,Unknown,French,folkKern/elsass/elsass83.krn
elsass64,ES KAM EIN FREMDER SCHLEIFER,Unknown,folk,Unknown,French,folkKern/elsass/elsass64.krn
elsass69,SCHWAEFELHOLZE,Unknown,folk,Unknown,French,folkKern/elsass/elsass69.krn
elsass29,LEBEWOHL DU DIE ICH EWIG LIEBE,Unknown,folk,Unknown,French,folkKern/elsass/elsass29.krn
elsass60,ES GIENG EINMAL BEI MONDENSCHEIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass60.krn
elsass26,ES DUNKELT IN DEM WALDE,Unknown,folk,Unknown,French,folkKern/elsass/elsass26.krn
elsass46,SALVAI GLORIAI,Unknown,folk,Unknown,French,folkKern/elsass/elsass46.krn
elsass67,JUNGFER LIESCHEN SCHLIEF DA DROBEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass67.krn
elsass65,HANS IM SCHNOCKELOCH,Unknown,folk,Unknown,French,folkKern/elsass/elsass65.krn
elsass52,NICHT WEIT VON WUERTEMBERG,Unknown,folk,Unknown,French,folkKern/elsass/elsass52.krn
elsass79,UND VON BERGEN RINGS UMGEBEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass79.krn
elsass56,MIT JAMMERVOLLEN BLICKEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass56.krn
elsass17,SCHOENSTER SCHATZ AUF DIESER ERDE,Unknown,folk,Unknown,French,folkKern/elsass/elsass17.krn
elsass21,WER LIEBEN WILL MUSS LEIDEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass21.krn
elsass38,SISCH NOCH NIT LANG,Unknown,folk,Unknown,French,folkKern/elsass/elsass38.krn
elsass16,DIE FRANZOSEN ZOGEN EIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass16.krn
elsass78,WO EIN ALTAR STEHT DEN DER LENZ BEKRAENZT,Unknown,folk,Unknown,French,folkKern/elsass/elsass78.krn
elsass02,ES LIEGT EIN SCHLOESSCHEN IN OESTERREICH,Unknown,folk,Unknown,French,folkKern/elsass/elsass02.krn
elsass34,Z NACHT WENN DER MOND SCHEINT,Unknown,folk,Unknown,French,folkKern/elsass/elsass34.krn
elsass72,RITI RITI RESSLAE,Unknown,folk,Unknown,French,folkKern/elsass/elsass72.krn
elsass70,DIE GEDANKEN SIND FREEI,Unknown,folk,Unknown,French,folkKern/elsass/elsass70.krn
elsass18,ICH UND MEIN ALLERLIEBSTER HANS,Unknown,folk,Unknown,French,folkKern/elsass/elsass18.krn
elsass82,AUS DEINEN BLAUEN AUGEN STRAHLET LIEBE,Unknown,folk,Unknown,French,folkKern/elsass/elsass82.krn
elsass09,ES FUHR EIN FUHRKNECHT UEBERN RHEIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass09.krn
elsass42,SECHS BUCKEL HEUT HAWE TANZT,Unknown,folk,Unknown,French,folkKern/elsass/elsass42.krn
elsass10,ES FUHR EIN FUHRKNECHT UEBERN RHEIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass10.krn
